order,id,page_id,Page,page_order,Chapter,question_order,questiontext
101,104,17,Marking and Reading Angles,17,Circle Positions,4,"<p>Now, starting from 0°, perform a rotation that goes 1/6 way round the circle. The angle should be 360°/6, which is <span class='insert stimulus'>60</span>°.</p>"
102,105,17,Marking and Reading Angles,17,Circle Positions,5,"<p>This time, starting from 0°, perform a rotation that goes 1/10 way round the circle. The angle should be 360°/10, which is <span class='insert stimulus'>36</span>°.</p>"
103,106,17,Marking and Reading Angles,17,Circle Positions,6,"<p>Finally, starting from 0°, perform a rotation of <span class='insert stimulus'>40</span>° — it’s 1/9 way round the circle!</p>"
104,107,17,Marking and Reading Angles,17,Circle Positions,7,"Now that you have placed the point at positions corresponding to various angles, let's reverse the process and read off the angle value (in between 0° and 360°) corresponding to the position of the point shown on the diagram.  
</p>
We start with one case as shown, where the point is presented at 70°. You should therefore enter ""70"" to register the value in degrees corresponding to this position.
<span class='insert stimulus hide'>70</span>"
105,108,17,Marking and Reading Angles,17,Circle Positions,8,"For the next case, we present the point at a position you should determine for yourself. Count the number of ten degree ticks up from the 0-degree position, and enter the value of the point’s position in the text box.
<span class='insert stimulus hide'>40</span>"
106,109,17,Marking and Reading Angles,17,Circle Positions,9,"Let's practice! Enter the value of the angle shown<span class='insert stimulus hide'></span>.
"
107,110,18,"Angles, Rotations and Positions",18,Circle Positions,1,"Whenever we place a point on the unit circle, there will be a line that connects this point to the center of the unit circle. This line is called the <i>radial line</i>, with one end fixed at the origin while the other end can move around anywhere on the circle. Here, let’s call this moving end the <i>endpoint</i> of the radial line."
108,111,18,"Angles, Rotations and Positions",18,Circle Positions,2,"What do we know about the length of the radial line on a unit circle?
<select>
<option class='correct'>always 1</option>
<option data-explain='A radial line always has two endpoints — one located at the center of circle, the other at a point on the circle. Therefore, its length is always equal to the radius of the unit circle, which is 1.'>sometimes but not always 1</option>
</select>"
109,112,18,"Angles, Rotations and Positions",18,Circle Positions,3,"Why do we refer to rotations and positions of the point on the circle in terms of angular measures?
</p> 
The reason is that the point's radial line and the positive x-axis forms an angle. As we rotate the point on the circle from the 0° position, this angle gets increasingly larger.  Thus, when ? = 5°, this opening is narrow, and when ? = 75° it is much wider.  When ? = 0°, there is no opening at all, and when ? = 90°, the opening forms a right angle. 
</p> 
Thus, so far at least, degree measure corresponds to three things: </p>
1. the <i>extent of rotation</i> from our starting position, </p>
2. the <i>endpoint position</i> of the radial line that results from this rotation, and </p>
3. the <i>openness of the angle</i> formed by the radial line and the positive x-axis.</p>

<p>Now, rotate the point within the range of 0°~90°, and observe how the angle its radial line forms with the positive x-axis increases as the point rotates upward towards 90°, and decreases as the point is rotated back down towards the x-axis.</p>"
110,113,19,Beyond the 1st Quadrant,19,Circle Positions,1,"Now, let’s consider rotations between 90° and 180°, that is, rotations between ¼ and ½ of the way around the circle. 
</p>
These angles are located in the upper-left quadrant, also known as the <i>second quadrant</i>. Marks on the circle here correspond to positions in the second quadrant between 90° and 180°.
</p>
As we continue to rotate past the positive y-axis into the second quadrant, the value of ? continues to increase.  Thus, <span class='insert stimulus'>100</span>° corresponds to the first mark past 90° as we proceed in the positive direction around the circle.  Please mark the position 100°, and then click Submit."
111,114,19,Beyond the 1st Quadrant,19,Circle Positions,2,"Note that you can find locations between 90° and 180° in two ways: by counting forward from 90°, or by counting backward from 180°.  Thus, for example, <span class='insert stimulus'>150</span>° is 60° further in the positive direction past 90°, as well as 30° degrees backward from 180°. 
</p>
Now, go ahead and find 150° by first clicking on 180°, then rotating backward 30°."
112,115,19,Beyond the 1st Quadrant,19,Circle Positions,3,"Where is ? = <span class='insert stimulus'>130</span>°? Mark it on the circle!
"
113,116,19,Beyond the 1st Quadrant,19,Circle Positions,4,"Where is ? = <span class='insert stimulus'>160</span>°? Mark it on the circle!
"
114,117,19,Beyond the 1st Quadrant,19,Circle Positions,5,"As we go beyond the second quadrant, we proceed to the <i>third quadrant</i> (the lower-left quadrant) where the angle becomes even more open. Here, the ""angle"" refers to the size of the opening from the positive x-axis all the way past 180°.  The opening is now greater than half of a circle, and greater than any angle that could be found inside a triangle. 
</p>
Please look at the canvas. As you can see, we have positioned a point at 10° past 180°. What is its radial line's ? value?
</p>
Enter this value in the box, and click Submit.
<span class='insert stimulus hide'>190</span>"
115,118,19,Beyond the 1st Quadrant,19,Circle Positions,6,"As with the first two quadrants, the third quadrant — the lower-left section on the canvas between the negative x-axis and the negative y-axis — has its circle divided into 90 one-degree parts. When the point coincides with the negative y-axis, its radial line's ? value corresponds to 180° + 90° = 270°.
</p>
Now, rotate the point so that it corresponds to <span class='insert stimulus'>270</span>°, and click Submit."
116,119,19,Beyond the 1st Quadrant,19,Circle Positions,7,"To find positions in degrees between 180° and 270°, you can count marks upward from 180°, or downward from 270°.  For example, to mark the position corresponding to <span class='insert stimulus'>250</span>°, you might start at the negative y-axis and proceed 20° backward. 
</p>
Try this strategy, and mark 250°!"
117,120,19,Beyond the 1st Quadrant,19,Circle Positions,8,"Where is ? = <span class='insert stimulus'>220</span>°? Mark it on the circle.
"
118,121,19,Beyond the 1st Quadrant,19,Circle Positions,9,"Where is ? = <span class='insert stimulus'>240</span>°? Mark it on the circle.
"
119,122,19,Beyond the 1st Quadrant,19,Circle Positions,10,"Let’s now progress to the <i>fourth quadrant</i> of the unit circle. This lower-right portion of the circle can also be divided into 90 one-degree segments, ranging from the negative y-axis (270°) to the positive x-axis (360°). 
</p> 
Consider the angle <span class='insert stimulus'>285</span>°.  This angle is 15° larger than 270°.  Thus, you can find the position of this angle by proceeding another 15° in the positive direction past 270°.  
</p>
Now, find the location of 285° on the circle, and click Submit."
120,123,19,Beyond the 1st Quadrant,19,Circle Positions,11,"You may have noticed that 360° corresponds to the positive x-axis, whereas 0° also corresponds to this position. A complete, 360° rotation brings our point right back to its starting position! We can thus think of the position at the positive x-axis as corresponding to either 0° or 360°. 
</p>
Using 360°, we can use this landmark to locate angles like <span class='insert stimulus'>340</span>°.  This angle is 20° less than 360°, so you can find it by proceeding backward from the positive x-axis by 20°. 
</p>
Perform this rotation, and submit the position of 340°."
121,124,19,Beyond the 1st Quadrant,19,Circle Positions,12,Where is ? = <span class='insert stimulus'>290</span>°? Show us!
122,125,19,Beyond the 1st Quadrant,19,Circle Positions,13,Where is ? = <span class='insert stimulus'>320</span>°? Show us!
123,126,20,Angle Landmarks,20,Circle Positions,1,"What are some of the features of our system for representing positions around a circle in degrees?  
</p>
Because 90 and 180 are such critical reference points – corresponding to ¼ and ½ of a complete rotation around the circle, it is useful to think consciously about numbers in degrees in terms of where they fall with respect to these points.  For example, 105 degrees can be thought of as 15 degrees past 90°; 165 degrees can be thought of as 15 degrees before 180°.  Similarly, 85 degrees can be thought of as 5 degrees before 90°.
</p>
With the above idea in mind, you should now be able to read out positions around the circle easily. You would do so by thinking about where these positions fall with respect to the landmarks 0°, 90°, 180° and 270°.  Use this strategy to enter the value in degrees corresponding to the position marked in the figure.
<span class='insert stimulus hide'>110</span>"
